question,instruction,answer
What is Raskolnikov’s reaction after leaving Alyona Ivanovna’s apartment? (context version 10309),Answer the following question based on the context.,"After leaving, Raskolnikov feels intense revulsion and self-hatred, questioning his sanity and morality for considering murder. (variation 10309)"
What is Elizabeth Bennet’s first impression of Mr. Darcy? (context version 1281),Answer the following question based on the context.,"Elizabeth initially finds Mr. Darcy arrogant and prideful, particularly after he refuses to dance with her and makes dismissive remarks. (variation 1281)"
What is Elizabeth Bennet’s first impression of Mr. Darcy? (context version 123),Answer the following question based on the context.,"Elizabeth initially finds Mr. Darcy arrogant and prideful, particularly after he refuses to dance with her and makes dismissive remarks. (variation 123)"
How does Mr. Darcy demonstrate his change of character to Elizabeth? (context version 4367),Answer the following question based on the context.,"Mr. Darcy shows his change by helping Lydia Bennet’s family and by treating Elizabeth and her relatives with humility and respect, countering her earlier perception of him. (variation 4367)"
Why does Raskolnikov isolate himself from society in the early chapters? (context version 5358),Answer the following question based on the context.,"Raskolnikov isolates himself due to his poverty, pride, and a growing sense of alienation from the world around him. He is tormented by his theories and moral dilemmas, which distance him from others. (variation 5358)"
What motivates Raskolnikov's idea to commit a crime against Alyona Ivanovna? (context version 7810),Answer the following question based on the context.,"Raskolnikov believes that by killing Alyona Ivanovna, a 'useless' and 'harmful' person, he can free himself and others from her exploitation and use her wealth for good purposes. (variation 7810)"
What motivates Victor Frankenstein to create life? (context version 2303),Answer the following question based on the context.,"Victor is driven by a thirst for knowledge and glory. He becomes obsessed with uncovering the secrets of life and overcoming death, believing he can benefit humanity. (variation 2303)"
Why does Raskolnikov avoid his landlady? (context version 11721),Answer the following question based on the context.,He avoids his landlady because he is hopelessly in debt to her and dreads her demands for payment and trivial conversations. (variation 11721)
Where does Raskolnikov live at the beginning of the story? (context version 9783),Answer the following question based on the context.,"Raskolnikov lives in a small garret under the roof of a five-storied building, which is described as cramped and almost like a cupboard. (variation 9783)"
What is the significance of the letter Raskolnikov receives from his mother? (context version 1006),Answer the following question based on the context.,"The letter reveals the sacrifices his family is making for him and introduces the engagement of his sister, which troubles Raskolnikov deeply and contributes to his inner turmoil. (variation 1006)"
How does Lucy's illness progress after being bitten by Dracula? (context version 3461),Answer the following question based on the context.,"Lucy's health deteriorates rapidly; she suffers from severe anemia, sleepwalking, and lethargy, despite several blood transfusions. Eventually, she dies and becomes a vampire. (variation 3461)"
